"lab","polarity","anchor_n","replicate","source","apex_rt","areaUnderTic","xicFwhm","maxIntensity","signalToNoiseRatio"
"cembio","neg",1,3,"own",25.75699999998,30985.3234391167,1.49800000002,11543.072265625,276.30929519975
"cembio","neg",2,3,"own",26.256,76989.9410519758,1.49800000002,30972.626953125,963.632925378501
"cembio","neg",3,3,"own",29.25199999998,109304.80701787,0.997999999979999,48036.1328125,381.758043754934
"cembio","neg",4,3,"own",41.73400000002,389200.790875237,0.999000000000002,145890.625,770.702136746546
"cembio","neg",5,3,"own",123.11899999998,588538.924951312,4.49299999998,87240.7734375,3351.47520400746
"cembio","neg",6,3,"own",203.50600000002,897482.031948831,0.997999999979982,416424.71875,36216.2664819389
"cembio","neg",7,3,"own",247.44400000002,1208301.52085861,1.49699999999996,608646.375,30899.7771169385
"cembio","neg",8,3,"own",282.39499999998,1540589.58310188,0.999000000000024,808322.3125,33795.5235842472
"cembio","neg",9,3,"own",312.35200000002,1783613.52609202,0.999000000000024,933997.125,32618.9595009133
"cembio","neg",10,3,"own",339.31399999998,1911699.56863597,1.49799999995997,980046.5,24774.2470870326
"cembio","neg",11,3,"own",364.77799999998,1863912.38054843,0.998999999999967,993866.125,26323.7794197952
"cembio","neg",12,3,"own",389.244,1982508.28625031,1.49799999995997,1002775.375,20528.781817439
"cembio","neg",13,3,"own",413.20999999998,1834788.72663599,1.49699999999996,870880.0625,13746.9114507703
"cembio","neg",14,3,"own",437.67499999998,1371687.32819924,0.998999999999967,682148.125,14153.0843342066
"cembio","neg",15,3,"own",461.64100000002,579272.944264704,0.999000000000024,285142,8057.9852667751
"cembio","neg",16,3,"own",485.60800000002,101718.028644577,0.999000000000024,51117.7109375,957.234088077614
"cembio","neg",17,3,"own",509.07400000002,48202.5251826572,3.49500000000006,5667.5166015625,170.050598429638
"cembio","neg",18,3,"consensus",544.02499999998,26460.5062584524,15.47800000002,1559.04040527344,37.2425587112954
"cembio","neg",19,3,"own",554.50999999998,26895.5088499949,0.997999999980038,812.041320800781,55.1585193958027
"cembio","neg",20,3,"own",574.482,19071.7824862966,0.999000000000024,2219.51245117188,69.5513781630383
"cembio","neg",1,4,"own",26.36500000002,33530.0998854724,1.49800000002,9607.5185546875,489.805624384882
"cembio","neg",2,4,"own",27.36400000002,72449.9817965712,1.49800000002,27406.42578125,1323.21412789037
"cembio","neg",3,4,"own",29.86099999998,111184.398353644,0.499000000019997,50664.66015625,2441.65235792581
"cembio","neg",4,4,"own",41.34400000002,394958.580010864,0.998999999999995,147549.5,1420.48683532413
"cembio","neg",5,4,"own",121.731,597539.995294295,3.99399999996,79876.890625,3779.86326766661
"cembio","neg",6,4,"own",203.11600000002,893772.179769583,1.49700000000001,392557.875,23563.8250364405
"cembio","neg",7,4,"own",247.55299999998,1233347.51628398,0.99799999998001,625271.6875,31475.4813627737
"cembio","neg",8,4,"own",282.504,1546577.76873983,0.998000000040008,780128,39242.7306138683
"cembio","neg",9,4,"own",311.96500000002,1766922.83707556,0.997999999980038,884405.5,34825.3504290013
"cembio","neg",10,4,"own",339.426,1911069.37830786,0.998000000040008,955326.75,31833.2832761249
"cembio","neg",11,4,"own",364.89,1838553.81716912,0.998000000040008,950215.8125,23382.346852515
"cembio","neg",12,4,"own",389.355,1957711.44484402,0.999000000000024,985846.25,42706.559758281
"cembio","neg",13,4,"own",413.322,1793778.17230102,1.49799999995997,909816.75,14978.7126157688
"cembio","neg",14,4,"own",437.28799999998,1362936.19494543,1.49800000001994,665469.375,19885.2858459377
"cembio","neg",15,4,"own",461.25400000002,555051.250719154,1.49800000002,268874.59375,9296.11199146091
"cembio","neg",16,4,"own",485.22,110623.771409485,1.49800000002,45996.3515625,813.051559001836
"cembio","neg",17,4,"own",509.18599999998,47563.9384756995,3.99500000003997,4860.82080078125,123.112104698973
"cembio","neg",18,4,"consensus",532.15399999998,5869.35012446053,1.99699999997995,1507.49353027344,33.0171377967346
"cembio","neg",19,4,"own",554.12299999998,3881.06679840819,0.499000000020033,1046.45959472656,37.0198655429859
"cembio","neg",20,4,"own",574.095,28584.9440779783,0.499000000020033,2087.46997070312,69.1514756125616
"cembio","neg",1,5,"own",25.88599999998,28569.3217640539,1.497,10901.08984375,195.490178980807
"cembio","neg",2,5,"own",26.88400000002,64855.5208521252,1.49800000002,28956.294921875,1248.53188671655
"cembio","neg",3,5,"own",29.88,133480.174589562,0.998000000040001,50881.171875,1238.85580735406
"cembio","neg",4,5,"own",41.86300000002,379831.902070963,0.998999999999995,151380.1875,1102.07306453471
"cembio","neg",5,5,"own",122.74999999998,610386.854122959,4.49400000000001,85768.265625,3776.50222883571
"cembio","neg",6,5,"own",203.63599999998,893998.922995641,1.49800000001997,398960.09375,10078.6365999231
"cembio","neg",7,5,"own",247.57399999998,1201865.65552915,0.99799999998001,635101.875,17756.5794664647
"cembio","neg",8,5,"own",282.525,1527895.3399418,0.998999999999967,769737.25,42106.8701559636
"cembio","neg",9,5,"own",311.98300000002,1749468.9863569,0.998999999999967,886736.5,48506.941228516
"cembio","neg",10,5,"own",339.444,1887899.86096572,0.998999999999967,972058.1875,18570.9886175308
"cembio","neg",11,5,"own",364.908,1828931.31225617,0.999000000000024,937445.125,23132.7392205547
"cembio","neg",12,5,"own",389.37400000002,1922769.62765416,0.997999999980038,981275.75,43261.6501111189
"cembio","neg",13,5,"own",413.34199999998,1798039.00544046,1.49799999995997,898782.4375,44545.5198085103
"cembio","neg",14,5,"own",437.30899999998,1336683.87344578,1.49800000002,637157,19697.4030172787
"cembio","neg",15,5,"own",461.77399999998,531687.388889162,1.49800000002,249129.34375,4359.03926678382
"cembio","neg",16,5,"own",485.241,92404.7391486686,1.49700000000001,43823.40234375,1449.59448058003
"cembio","neg",17,5,"own",506.211,49184.5482748538,9.98599999997998,4551.0361328125,167.580603596881
"cembio","neg",18,5,"consensus",532.674,22201.9685139645,12.98200000002,1386.11145019531,31.5804942745818
"cembio","neg",19,5,"own",554.14399999998,7074.28275976576,0.499999999979991,1007.08862304688,27.8022465818664
"cembio","neg",20,5,"own",574.11499999998,11601.2413264548,1.49800000002006,1981.79919433594,140.731671546195
"cembio","neg",1,6,"own",25.749,48139.1740064145,1.497,11316.4365234375,853.438268326368
"cembio","neg",2,6,"own",26.74699999998,62753.5949071642,1.49799999996,31957.947265625,308.707864836166
"cembio","neg",3,6,"own",29.74300000002,107816.178961626,0.997999999980003,48551.97265625,601.898027758349
"cembio","neg",4,6,"own",41.72599999998,385855.421017059,0.999000000000002,150888.890625,1413.40634526475
"cembio","neg",5,6,"own",122.61199999998,598232.391432,4.99300000001999,81638.09375,4010.06036207883
"cembio","neg",6,6,"own",203.49799999998,925298.219381655,1.49699999999999,397961.84375,24462.8213292906
"cembio","neg",7,6,"own",247.43599999998,1225641.46560142,1.49699999999999,615673.9375,27054.101882432
"cembio","neg",8,6,"own",282.38599999998,1516581.69844517,0.999000000000024,807340.1875,18349.4435102132
"cembio","neg",9,6,"own",312.34399999998,1759444.53316057,0.997999999979982,916218.1875,40196.6383841896
"cembio","neg",10,6,"own",339.306,1891859.64062404,1.49800000002,1002246.3125,24474.5719849829
"cembio","neg",11,6,"own",364.77,1826139.45667407,1.49800000002,941763.625,24914.4187812252
"cembio","neg",12,6,"own",389.23600000002,1945638.42496269,1.49800000002,989899.8125,30315.4104515738
"cembio","neg",13,6,"own",413.202,1768989.0235041,1.49700000000007,856552.9375,30420.3292154355
"cembio","neg",14,6,"own",437.667,1307276.53879778,0.999000000000024,645946.1875,45295.1773420943
"cembio","neg",15,6,"own",461.637,503258.160927485,0.998000000040008,247872.28125,8955.90702067729
"cembio","neg",16,6,"own",485.60299999998,81352.3091597,0.997999999979982,38796.16796875,1346.87911307863
"cembio","neg",17,6,"consensus",506.07400000002,54998.7982822994,10.485,3959.44702148438,151.688283626441
"cembio","neg",18,6,"consensus",532.03699999998,16368.0615157051,12.9819999999601,1197.53173828125,15.004138289546
"cembio","neg",19,6,"own",554.00599999998,12148.9392411217,0.500000000040131,1339.00158691406,47.2492942308098
"cembio","neg",20,6,"own",574.47799999998,5250.95386077622,1.49800000002006,1828.13635253906,60.4608786916638
"cembio","pos",1,1,"own",26.14399999998,44146.302810442,0.67600000002,15221.134765625,359.116715067239
"cembio","pos",2,1,"own",27.49699999998,59350.346062108,1.35400000002,31772.90625,498.428493597525
"cembio","pos",3,1,"consensus",30.204,83176.1539952492,0.676999999980001,43064.609375,814.363087602909
"cembio","pos",4,1,"own",43.06300000002,364441.978905265,0.676999999980005,121030.7265625,1581.88981441611
"cembio","pos",5,1,"own",130.3699921875,386626.939537368,5.41499999999999,53396.9375,755.915932137217
"cembio","pos",6,1,"own",206.84899999998,505343.756310093,1.35300000000001,227717.265625,7755.69382691779
"cembio","pos",7,1,"own",250.16200000002,611801.230981455,0.676999999980012,291437.03125,7840.34327155344
"cembio","pos",8,1,"own",284.68099999998,742785.101678562,1.35300000000007,339682.1875,41011.3918440468
"cembio","pos",9,1,"own",315.13600000002,861652.373108,1.35400000002005,403452.46875,36875.3653048418
"cembio","pos",10,1,"own",341.53000000002,888519.85110368,0.676999999980012,432823.9375,8450.06813406853
"cembio","pos",11,1,"own",367.251,894553.987663584,1.35300000000001,448135.21875,11407.4544873155
"cembio","pos",12,1,"own",391.61500000002,953144.911125761,1.35300000000007,476062.3125,15595.737842513
"cembio","pos",13,1,"own",415.97800000002,987784.853081576,1.35300000000001,466229.0625,20225.7109804133
"cembio","pos",14,1,"own",439.66600000002,896990.309324694,0.67599999995997,432543.28125,3238.57963574218
"cembio","pos",15,1,"own",464.03200000002,632979.213139027,1.35300000000001,318157.125,12720.3368649806
"cembio","pos",16,1,"own",488.39599999998,279416.350753792,1.35300000000007,125572.4609375,4571.3958385426
"cembio","pos",17,1,"own",512.08399999998,175471.390916853,1.35299999999995,23979.775390625,224.676406040782
"cembio","pos",18,1,"own",535.09399999998,6274.17274516021,1.35400000001994,3271.18041992188,52.0848827471486
"cembio","pos",19,1,"own",556.75399999998,3291.98064901179,0.677000000039925,1559.63049316406,15.9052905150064
"cembio","pos",20,1,"own",577.734,30465.0544659572,1.35399999996002,2268.966796875,55.4131462672095
"cembio","pos",1,2,"own",26.23300000002,43933.5103561666,1.353,16381.6875,876.275275693496
"cembio","pos",2,2,"own",26.91,55353.1527107267,0.676999999979998,30894.912109375,520.915782260954
"cembio","pos",3,2,"consensus",30.294,81069.4287692637,0.676999999980001,37266.44921875,886.513000769682
"cembio","pos",4,2,"own",43.15300000002,280749.379183891,1.35400000002,126664.234375,1007.80683318907
"cembio","pos",5,2,"own",129.1069921875,373079.329918409,4.06099999998001,56092.46875,646.008003502528
"cembio","pos",6,2,"own",206.265,555499.098008583,1.35399999996,223807.875,4161.10818433176
"cembio","pos",7,2,"own",250.26,611577.301660862,1.35399999996,325472.34375,5017.60880658807
"cembio","pos",8,2,"own",284.77600000002,694155.626618815,0.676999999980012,362725.5,6608.02267024974
"cembio","pos",9,2,"own",314.55400000002,817954.707433113,0.676999999980012,411319,15240.5576176263
"cembio","pos",10,2,"own",341.625,869878.906110854,0.676999999979955,454085.09375,13209.2710826392
"cembio","pos",11,2,"own",367.34299999998,888716.399146677,1.35299999999995,428503.25,20466.6667133346
"cembio","pos",12,2,"own",391.707,937106.045561696,1.35299999999995,459374.90625,21562.9969373955
"cembio","pos",13,2,"own",416.07,991976.043902258,1.35300000000001,446630.25,14464.7589165339
"cembio","pos",14,2,"own",439.758,828667.288009275,0.676000000019997,403057.9375,8397.69998382204
"cembio","pos",15,2,"own",464.127,567329.730403321,1.35300000000001,275377.875,19528.8650201433
"cembio","pos",16,2,"own",488.49100000002,211122.082202713,1.35299999999989,99135.140625,3186.18143610935
"cembio","pos",17,2,"own",512.17796875002,69967.714569183,0.676968750000015,17546.830078125,1536.81396195255
"cembio","pos",18,2,"own",535.188,5613.89680583477,0.676999999980012,1960.82312011719,19.5940424611625
"cembio","pos",19,2,"own",557.52199999998,22864.9656379677,0.676999999980126,911.189147949219,13.4998209146271
"cembio","pos",20,2,"own",577.82500000002,22980.1613808139,0.676999999980012,2558.53442382812,59.4549708999655
"cembio","pos",1,3,"consensus",26.98600000002,43662.2656062738,0.67700000004,17073.3046875,575.758335568045
"cembio","pos",2,3,"own",27.66199999998,53722.6430192576,0.67700000004,30236.353515625,413.605543283134
"cembio","pos",3,3,"consensus",31.04599999998,80426.4834660893,0.676999999980001,36419.3359375,442.01247172314
"cembio","pos",4,3,"own",43.905,274223.889595186,0.676999999980005,108273.5234375,2367.24141341221
"cembio","pos",5,3,"own",129.18200781252,374571.673788065,3.38399999999999,60450.171875,649.819882565782
"cembio","pos",6,3,"own",206.334,484552.251960733,0.676999999979984,213545.109375,7543.79196254976
"cembio","pos",7,3,"own",250.32700000002,618722.545391364,0.676999999980012,329195.65625,9043.1728979086
"cembio","pos",8,3,"own",284.84299999998,700657.839943455,0.677000000039982,342023.1875,13240.8377674293
"cembio","pos",9,3,"own",315.29800000002,823283.621802355,1.35400000001999,393732.125,8045.9257192444
"cembio","pos",10,3,"own",341.69200000002,861003.86982653,0.676999999980012,431272.59375,18388.7559822858
"cembio","pos",11,3,"own",367.41,864896.031142836,1.35399999995997,439419.84375,21795.9822941997
"cembio","pos",12,3,"own",391.77400000002,902925.672725329,1.35300000000007,442487.15625,17520.9680297223
"cembio","pos",13,3,"own",416.13799999998,920970.188650836,1.35300000000007,440814.15625,45036.0417032381
"cembio","pos",14,3,"own",440.502,801461.33591503,1.35300000000001,373574.125,3901.98747665349
"cembio","pos",15,3,"own",464.18899999998,476018.831755675,0.677000000039982,213681.640625,5296.69687315161
"cembio","pos",16,3,"own",488.553,145538.901855815,1.35299999999995,66922.2578125,1818.85561268288
"cembio","pos",17,3,"own",512.23999999998,40694.2367885645,0.677000000040039,9588.4443359375,457.888892194209
"cembio","pos",18,3,"own",535.24999999998,20850.3036601682,NA,902.5791015625,33.2758197214743
"cembio","pos",20,3,"own",577.887,27442.2451170914,0.676999999980012,2509.44018554688,50.352076896834
"cembio","pos",1,4,"own",27.06100000002,62438.4850585704,0.67700000004,15584.7021484375,399.359802610499
"cembio","pos",2,4,"own",27.738,48186.4571970119,1.35399999996,25952.498046875,577.184849463576
"cembio","pos",3,4,"consensus",30.44500000002,83468.6228279013,0.676999999980001,38858.234375,326.233824730813
"cembio","pos",4,4,"own",43.30399999998,271324.242763045,0.677000000040003,118605.9296875,702.52497824771
"cembio","pos",5,4,"own",129.93499999998,384641.667273671,4.06099999998,57231.48828125,739.315096511231
"cembio","pos",6,4,"own",207.087,486371.739755101,1.35300000000001,220304.3125,4687.2941191916
"cembio","pos",7,4,"own",251.07799999998,622205.124356946,1.35400000001999,300436.59375,5985.50729105943
"cembio","pos",8,4,"own",285.594,684331.294570759,1.35300000000001,359561.46875,21755.3387187674
"cembio","pos",9,4,"own",315.372,803688.933946229,1.35299999999995,408668.5,12550.5595209619
"cembio","pos",10,4,"own",342.44299999998,869772.266524895,1.35400000001994,441704.8125,8598.34493124556
"cembio","pos",11,4,"own",367.48399999998,867779.934224938,0.676000000019997,417105.53125,18629.5984875898
"cembio","pos",12,4,"own",392.52400000002,834858.307632055,1.35400000002005,394153.90625,12663.611179371
"cembio","pos",13,4,"own",416.211,920109.0440826,0.676999999979955,422042.4375,20864.6641806704
"cembio","pos",14,4,"own",440.57500000002,687939.115046585,1.35299999999995,332639.9375,3377.07653660675
"cembio","pos",15,4,"own",464.93899999998,402068.064922379,1.35300000000001,198448.375,4577.47827828859
"cembio","pos",16,4,"own",489.303,99019.9991569509,1.35399999996002,43513.15625,1781.79165548908
"cembio","pos",17,4,"own",512.98999999998,37834.3228315887,1.35296875002007,4912.68798828125,586.285505238722
"cembio","pos",18,4,"consensus",536.001,24028.0342459969,NA,1040.55639648438,701.821478456499
"cembio","pos",19,4,"consensus",557.658,7080.1851347624,10.1509999999801,624.041687011719,6.98166027807882
"cembio","pos",1,5,"consensus",27.096,46161.2293395864,1.353,15600.5712890625,269.931251104743
"cembio","pos",2,5,"own",27.77299999998,50594.1011002575,0.67700000004,24929.822265625,449.597170051804
"cembio","pos",3,5,"consensus",31.15699999998,78498.9440644366,0.676999999980001,35981.94921875,984.24753464309
"cembio","pos",4,5,"own",44.016,282782.828140035,1.35399999996,122613.40625,1066.19360891968
"cembio","pos",5,5,"own",129.96699218748,373188.804475012,4.06100000004,52738.78515625,493.920011489073
"cembio","pos",6,5,"own",207.11899999998,480358.526916583,1.35400000001999,214910.515625,5666.64601261309
"cembio","pos",7,5,"own",251.109,581551.57374726,1.35300000000001,284557.5,5460.20479144986
"cembio","pos",8,5,"own",285.62500000002,761258.060891304,1.35400000002005,356604.78125,16083.001174127
"cembio","pos",9,5,"own",315.40300000002,767044.325412036,1.35400000001999,390262.875,9267.30289135782
"cembio","pos",10,5,"own",342.474,825654.24223223,1.35300000000001,417962.46875,13896.9535929483
"cembio","pos",11,5,"own",367.515,891487.59341949,0.676999999979955,411636.96875,10208.1388430482
"cembio","pos",12,5,"own",392.556,889611.212047237,1.35399999995997,419511.125,15466.0391906962
"cembio","pos",13,5,"own",416.24299999998,798472.270554741,0.677000000040039,375737.78125,19624.1521002159
"cembio","pos",14,5,"own",440.607,703940.939089389,1.35399999996002,347711.625,2778.83951932937
"cembio","pos",15,5,"own",464.97100000002,334217.304804681,1.35400000001999,158550.53125,7384.66296441377
"cembio","pos",16,5,"own",488.658,100535.495227175,0.676999999980069,33810.68359375,951.022641136762
"cembio","pos",19,5,"own",548.214,18397.8502534692,16.92,593.065124511719,28.4875098542482
"cembio","pos",20,5,"own",577.99300000002,21750.4250326557,1.35300000000007,1836.13610839844,79.633751855118
"cembio","pos",1,6,"own",27.02299999998,37992.0754376689,1.353,14414.7158203125,247.08036533185
"cembio","pos",2,6,"own",27.70000000002,157887.335843856,0.676999999979998,28399.55859375,1767.09886103581
"cembio","pos",3,6,"consensus",31.08400000002,82595.163878075,1.35400000002,38715.30078125,527.649573910358
"cembio","pos",4,6,"own",43.94299999998,271949.605515388,0.676999999979998,123146.453125,1366.48410136144
"cembio","pos",5,6,"own",130.5700078125,347325.435603575,4.06099999998001,46175.0234375,895.642622288383
"cembio","pos",6,6,"own",207.04699999998,477456.031840813,1.35400000002002,218857.359375,9091.08792031044
"cembio","pos",7,6,"own",251.037,557231.630803761,1.35300000000004,262519.9375,11382.3189236642
"cembio","pos",8,6,"own",285.55300000002,701319.658912883,1.35400000001999,367748.28125,7833.76993910145
"cembio","pos",9,6,"own",315.33100000002,803104.047168955,1.35400000001999,424720.15625,12759.354943504
"cembio","pos",10,6,"own",342.402,854360.563602929,1.35399999996002,415371.59375,11925.2174773779
"cembio","pos",11,6,"own",367.443,826566.480018219,0.676999999979955,415646.8125,23427.4617602115
"cembio","pos",12,6,"own",391.80700000002,843258.551067938,0.676999999980012,386271.78125,35278.6323260196
"cembio","pos",13,6,"own",416.172,878341.421345418,1.35300000000001,436245.90625,17103.3507380904
"cembio","pos",14,6,"own",440.53600000002,656241.352816142,1.35299999999995,303754.34375,20909.8829783558
"cembio","pos",15,6,"own",464.223,314402.940443213,1.35299999999995,131657.078125,6803.48557238539
"cembio","pos",16,6,"own",488.58700000002,62700.0923155806,0.676999999980069,25362.505859375,2480.43336536097
"cembio","pos",17,6,"own",512.27696875002,48445.8462054357,0.676999999979898,2057.662109375,178.735861629163
"cembio","pos",18,6,"consensus",536.64100000002,28646.08338353,47.37399999996,598.472900390625,12.1465298502214
"cembio","pos",19,6,"own",558.29800000002,23610.9241042553,48.0539999999999,677.875549316406,8.47245839892473
"cembio","pos",20,6,"own",578.601,31343.7822490646,1.35399999996002,1879.513671875,34.3991043323807
"hmgu","neg",1,1,"own",27.57799999998,2232.55480310322,NA,1060.42712525355,904.035950942456
"hmgu","neg",2,1,"own",28.32400000002,7115.49655196429,NA,4344.03576276054,433.611680280603
"hmgu","neg",3,1,"consensus",35.97700000002,26994.4465448067,1.39899999996,10902.8810368807,1932.22297465359
"hmgu","neg",4,1,"own",56.17099999998,84635.527097032,3.35100000000001,20627.9320267551,20624.2597899244
"hmgu","neg",5,1,"own",140.35099999998,153610.214428506,4.72699999997999,27480.0348701338,8018.48766370848
"hmgu","neg",6,1,"own",220.93900000002,254044.436813365,2.01400000001999,108354.118086966,61699.3327919829
"hmgu","neg",7,1,"own",262.71199999998,427248.046327846,1.38300000000004,190004.051366255,42710.5049656987
"hmgu","neg",8,1,"own",294.954,658398.756551791,1.45400000003997,290471.42834822,35715.1494131045
"hmgu","neg",9,1,"own",322.689,849613.826897361,1.38900000000001,391164.419513766,41319.2659542796
"hmgu","neg",10,1,"own",348.58300000002,1075383.31165696,1.37500000002001,455725.845626847,35241.8466566078
"hmgu","neg",11,1,"own",373.88599999998,1295887.46014636,1.34699999999998,543411.639090942,26881.5483540098
"hmgu","neg",12,1,"own",398.103,1473622.0503009,2.09699999999998,619420.733445919,26249.6743840551
"hmgu","neg",13,1,"own",422.898,1438139.6291404,1.40699999999998,625167.742092252,19973.6560531959
"hmgu","neg",14,1,"own",447.45700000002,1929663.74573761,1.34800000002002,889953.519421872,34436.399339288
"hmgu","neg",15,1,"own",471.948,285838.347638287,1.43800000001994,144415.137688684,120730.458251461
"hmgu","neg",16,1,"own",496.51399999998,66775.9647675099,1.49500000002001,35846.7330494744,1286.39727734121
"hmgu","neg",17,1,"own",520.47700000002,60888.6387641845,1.47000000000003,31463.626587842,27890.2746318633
"hmgu","neg",18,1,"own",543.64600000002,68241.3883812691,1.42900000001998,34969.3692719847,3448.8171353479
"hmgu","neg",19,1,"own",565.77199999998,84741.9840081248,0.702000000000112,42505.1217638254,4223.73764473097
"hmgu","neg",20,1,"own",586.73299999998,87360.1096903519,0.719000000039955,45371.038772615,6877.21633206739
"hmgu","neg",1,2,"own",26.68699999998,1238.43674652117,0.725999999999999,826.799651360336,35.9507039508741
"hmgu","neg",2,2,"own",27.41299999998,7023.36743684594,NA,4420.34522329886,551.944728751166
"hmgu","neg",3,2,"consensus",35.11600000002,26630.043727129,1.389,11841.1277514971,1731.23928985058
"hmgu","neg",4,2,"own",54.024,79169.300434457,3.41200000001999,19977.7130066506,19974.0407612759
"hmgu","neg",5,2,"own",138.426,144945.851346565,4.71899999999997,24387.4531099204,5519.3777899734
"hmgu","neg",6,2,"own",220.203,244275.823624758,1.46899999997999,107033.229848512,107029.24006758
"hmgu","neg",7,2,"own",261.51499999998,407571.244148207,1.35700000001998,186183.857646403,47977.2774648636
"hmgu","neg",8,2,"own",293.41699999998,654184.413010723,1.41400000002,309448.055312122,45496.6172726651
"hmgu","neg",9,2,"own",321.732,847014.796480931,1.37900000003998,383103.879414884,35199.0819079027
"hmgu","neg",10,2,"own",347.544,1083341.30337145,1.36600000001999,499732.676887974,35949.8676661991
"hmgu","neg",11,2,"own",372.33499999998,1287976.99657927,2.04100000001995,530609.614818265,36256.2130224002
"hmgu","neg",12,2,"own",397.35,1491764.53229867,1.40199999995997,632897.372873362,23999.7972814956
"hmgu","neg",13,2,"own",422.09299999998,1506116.6553123,1.40199999996003,618868.652681952,34259.508817698
"hmgu","neg",14,2,"own",446.50999999998,1882123.23438984,1.47600000000006,858929.64286405,31287.1018330266
"hmgu","neg",15,2,"own",471.03400000002,288687.370154313,1.41699999996001,146143.528683069,24497.1335057486
"hmgu","neg",16,2,"own",495.16900000002,58954.7122115063,0.701999999999998,31726.9944689348,969.274438091489
"hmgu","neg",17,2,"own",519.726,53498.8064229947,0.705000000000041,25352.3182364731,1607.29574472688
"hmgu","neg",18,2,"own",542.32699999998,59008.5240198995,0.668000000040024,27869.014180404,27858.5012621352
"hmgu","neg",19,2,"own",565.09900000002,73610.7405872797,0.719000000039955,33240.921279949,5404.03075278012
"hmgu","neg",20,2,"consensus",585.924,74429.7354973873,1.45999999998003,37127.578162071,10868.4905993427
"hmgu","neg",1,3,"own",26.30599999998,1357.2823750655,0.68900000004,716.604011869422,566.233248350409
"hmgu","neg",2,3,"own",26.99500000002,6483.20193119866,0.71199999996,3833.80435234907,275.710937026044
"hmgu","neg",3,3,"consensus",34.74700000002,24759.2125970318,0.722999999999999,11647.9282790883,2522.72577512003
"hmgu","neg",4,3,"own",54.33100000002,76561.6451573712,3.465,19157.9971720917,10386.2644907509
"hmgu","neg",5,3,"own",138.55999999998,141089.202188694,4.81200000000001,26951.6917519034,9914.04314975706
"hmgu","neg",6,3,"own",220.07200000002,241095.25904879,1.37499999995998,107014.518219359,107010.6531233
"hmgu","neg",7,3,"own",261.30499999998,405135.117027136,1.39000000002,193716.339692397,54427.7748406463
"hmgu","neg",8,3,"own",293.34400000002,610611.158574599,1.38499999998004,273688.332031895,23169.6859322515
"hmgu","neg",9,3,"own",321.69499999998,879737.673426872,1.38800000004005,385677.012770058,54135.9560788424
"hmgu","neg",10,3,"own",347.13700000002,1082871.59222581,2.05300000001995,462949.281828605,40552.1948756838
"hmgu","neg",11,3,"own",372.705,1365894.22590011,1.40200000002,573197.161452226,33105.9482340911
"hmgu","neg",12,3,"own",396.753,1510386.861057,2.07499999997998,625342.313516838,19830.36152166
"hmgu","neg",13,3,"own",421.77,1516980.14370883,1.36500000000001,600707.178924888,23500.903367684
"hmgu","neg",14,3,"own",446.39299999998,1924595.50603202,1.44,855774.42069203,34153.5446932719
"hmgu","neg",15,3,"own",470.907,307855.700414827,1.42500000000007,151408.948572412,15701.1267955919
"hmgu","neg",16,3,"own",494.907,94911.2116720173,0.694000000019969,43342.1604875959,2711.85087718043
"hmgu","neg",17,3,"own",519.471,96685.0483254138,1.40999999999997,44417.7051966359,17626.3291220901
"hmgu","neg",18,3,"own",542.30200000002,102923.23161623,0.703999999980056,55781.4408536995,55769.8296124782
"hmgu","neg",19,3,"own",564.495,117437.591238979,1.37599999997997,62127.4543886287,29428.185261938
"hmgu","neg",20,3,"own",585.72799999998,125827.680067905,0.72300000000007,63971.0593282511,12620.3147423731
"hmgu","neg",1,4,"own",27.477,1344.41487599821,NA,942.963567631239,79.9199447417813
"hmgu","neg",2,4,"own",28.17400000002,5863.91587969946,NA,3484.80866837622,1075.19688755753
"hmgu","neg",3,4,"consensus",35.199,23905.6542373597,0.673000000019996,9806.41799449406,1246.64473699265
"hmgu","neg",4,4,"own",55.11100000002,74734.2759853837,3.41699999999999,18259.2299547005,3647.1630139958
"hmgu","neg",5,4,"own",139.84000000002,135024.991505784,4.90099999998,23879.9074806279,6495.23427274863
"hmgu","neg",6,4,"own",220.77499999998,232876.298381614,2.02199999999999,100506.286388513,100502.29662717
"hmgu","neg",7,4,"own",262.25899999998,391917.100932488,1.35300000000001,181875.187735507,58228.5659823902
"hmgu","neg",8,4,"own",294.201,651378.324223275,2.03299999998001,281707.380745697,46283.9303991608
"hmgu","neg",9,4,"own",322.36900000002,805007.132184136,1.42600000002005,358268.917529483,40853.9984012428
"hmgu","neg",10,4,"own",348.27700000002,1047350.1127922,1.45399999998,474115.197041598,46465.322496658
"hmgu","neg",11,4,"own",373.48000000002,1287782.72692989,1.39800000000002,566694.536773889,30153.696149502
"hmgu","neg",12,4,"own",397.758,1483605.54575955,2.07000000000005,631977.064102183,21794.6695836961
"hmgu","neg",13,4,"own",422.682,1485308.77633995,1.41799999998005,657185.576905012,25586.9175240665
"hmgu","neg",14,4,"own",447.063,1867754.81296472,1.404,871409.394529657,37553.1947841806
"hmgu","neg",15,4,"own",471.57799999998,294610.368342173,1.36899999996001,155092.993676662,25299.6040747844
"hmgu","neg",16,4,"own",495.90799999998,78093.9292776545,0.796000000019887,41648.8333736249,2797.99771371856
"hmgu","neg",17,4,"consensus",520.236,81286.1487202407,1.47200000004,39122.4987325506,6830.12525250828
"hmgu","neg",18,4,"own",542.91,79573.9526322784,0.722999999999843,37240.1916859681,34891.6652102128
